source_raw,source_type,relation,target_raw,target_type,source_chunk_id,published_date,evidence,confidence,source_name,target_name,source_name_norm,target_name_norm,source_id,target_id
Sensormatic Solutions,Company,PARTNERED_WITH,Zliide,Company,adb56add69f473fc4105::c0000,2023-01-16,Sensormatic Solutions... announced its collaboration with Zliide...,1.0,Sensormatic Solutions,Zliide,sensormatic solutions,zliide,f3f32693adef317dca914a90,b16af2dddf70ead365dd91cb
Johnson Controls,Company,WORKED_AT,Sensormatic Solutions,Company,adb56add69f473fc4105::c0000,2023-01-16,Sensormatic Solutions the leading global retail solutions portfolio of Johnson Controls...,1.0,Johnson Controls,Sensormatic Solutions,johnson controls,sensormatic solutions,e016a9e7ff9bebc6458f50d6,f3f32693adef317dca914a90
Stanbic IBTC,Company,DEVELOPED,payment solutions provider,Technology,5cc1eb8ec8e396285896::c0000,2023-05-18,The subsidiary will function primarily as a payment solutions provider...,1.0,Stanbic IBTC,payment solutions provider,stanbic ibtc,payment solutions provider,e25ac5e7bef70950e97181a9,1770f8c99a1d2f07c3f509d7
Vodafone Idea,Company,USES,5G technology,Technology,68c13dcf3b5f29e1fdd9::c0000,2023-05-17,Vodafone Idea could launch 5G services in India...,1.0,Vodafone Idea,5G technology,vodafone idea,5g technology,3afd5fed8499c0fcded737cf,7fe475490e1e685de86b9310
Tyler Technologies,Company,ACQUIRED,Computing System Innovations,Company,ce379088171622825211::c0000,2023-08-08,Tyler Technologies Acquires Computing System Innovations Bolstering its AI-Powered Portfolio for the Public Sector.,1.0,Tyler Technologies,Computing System Innovations,tyler technologies,computing system innovations,d987d4ffa52063317d7eaec9,03225e29e163710a285307ca
Amazon Web Services,Company,PARTNERED_WITH,Cerro Coso Community College,Company,d919f8d2254f218864e6::c0000,2023-01-13,Cerro Coso Community College in partnership with a grant from Amazon Web Services (AWS)...,1.0,Amazon Web Services,Cerro Coso Community College,amazon web services,cerro coso community college,70c4e949ff245096c6946802,47e4b6191ddbb58daffa41e2
Aran Azarzar,Person,WORKED_AT,JFrog,Company,14d1a019718a11937f3d::c0000,2023-03-31,JFrog Welcomes Seasoned Technology and Security Leader Aran Azarzar as Chief Information Officer.,1.0,Aran Azarzar,JFrog,aran azarzar,jfrog,3feb21b4840bec281371b4cd,7f8f377f2d9ed5bac3b1579c
Shlomi Ben Haim,Person,LEADS,JFrog,Company,14d1a019718a11937f3d::c0000,2023-03-31,reporting directly to co-Founder and CEO Shlomi Ben Haim.,1.0,Shlomi Ben Haim,JFrog,shlomi ben haim,jfrog,24cbecae5663f1983b32e590,7f8f377f2d9ed5bac3b1579c
TRG,Company,ACQUIRED,Symec Technologies Limited,Company,db567fbc3ecaf164a9d2::c0000,2023-04-06,TRG has acquired Symec Technologies Limited.,1.0,TRG,Symec Technologies Limited,trg,symec technologies limited,0922a38889e087ee5482520c,86b9ff312ddfa2fd19b23947
EY Global Services,Company,PARTNERED_WITH,IBM,Company,b35a64238e1c1756dd99::c0000,2023-04-14,EY Global Services will be joining the IBM Quantum Network.,1.0,EY Global Services,IBM,ey global services,ibm,8cad9cafb4c340fb66b19a98,681006bc70d2b14804e79e11
Zayo Group Holdings Inc.,Company,DEVELOPED,fastest direct network route,Technology,a0e517a3b0f50dcebc81::c0000,2023-04-13,Zayo announces the fastest direct network route connecting Manchester to New York.,1.0,Zayo Group Holdings Inc.,fastest direct network route,zayo group holdings inc.,fastest direct network route,ea13b71339de1e2ed0e77943,dd69bed7d8fabb3be1781b54
L&T Technology Services Limited,Company,PARTNERED_WITH,Ansys,Company,f726b48028b1dc9213af::c0000,2023-03-31,L&T Technology Services and Ansys have signed an MOU to establish the LTTS-Ansys Center.,1.0,L&T Technology Services,Ansys,l t technology services,ansys,7b29988cfc0dac3059f47a0e,32a1cf068f64256c3f02198b
Hakimo,Company,DEVELOPED,AI Solution,Technology,872ab62a217b3d512b3d::c0000,2022-12-17,Hakimo AI Solution Completes Test and Evaluation by Safe Skies.,1.0,Hakimo,AI Solution,hakimo,ai solution,0fe5fd21d04f70417bf7d4db,fbf5a22e1a15e1619eda2abb
Steve Bisciotti,Person,FOUNDED,Allegis Group,Company,e2ba521212fdf3954467::c0000,2022-12-07,Allegis Group grew out of a technology firm co-founded by Steve Bisciotti.,1.0,Steve Bisciotti,Allegis Group,steve bisciotti,allegis group,59b8dbb244f189f06b7ca1ce,80b7e9728b605ae859f80f45
TRG,Company,ACQUIRED,Symec Technologies Limited,Company,666c68f449cc6b887c12::c0000,2023-04-06,TRG has acquired Symec Technologies Limited.,1.0,TRG,Symec Technologies Limited,trg,symec technologies limited,0922a38889e087ee5482520c,86b9ff312ddfa2fd19b23947
Swave Photonics,Company,WORKED_AT,Andrew Repton,Person,e5894f5190f3e547338a::c0000,2023-05-25,Swave Photonics adds Andrew Repton as Vice President of IC Design.,1.0,Swave Photonics,Andrew Repton,swave photonics,andrew repton,76d63e59514a4ef00ebac341,980ddff7b8d54d1e8305156c
Intelli-Systems,Company,LEADS,Joseph Vijay,Person,cb1c1f25b36af06749c5::c0000,2023-08-01,Interview with Intelli-Systems CEO Joseph Vijay.,1.0,Intelli-Systems,Joseph Vijay,intelli-systems,joseph vijay,b228b9601eb9a18244b8f145,040a2d1a41a7e470ce51efbc
Fidelity National Information Services,Company,ACQUIRED,Worldpay,Company,764d2ab4e6c19eb2b0dc::c0000,2023-07-17,Fidelity National Information Services Inc. has announced the sale of a majority stake in Worldpay.,1.0,Fidelity National Information Services,Worldpay,fidelity national information services,worldpay,3f052c4690533ff0ac061e7c,6c9d7e54e74efb990288221c
IR,Company,USES,ServiceNow,Technology,d485e4fd1e196847d108::c0000,2023-05-31,IR streamlines alerts management with ServiceNow integration.,1.0,IR,ServiceNow,ir,servicenow,1dfdea902b8e7347f0591129,8706fbce475588f31329c9bd
Ministry of Electronics and Information Technology,Company,PARTNERED_WITH,state law enforcement agencies,Company,03fa49b4bb66ddcd9b0c::c0000,2023-03-31,The MHA has shared the list of these 117 apps with Ministry of Electronics and Information Technology (MeITY) and state law enforcement agencies.,1.0,Ministry of Electronics and Information Technology,state law enforcement agencies,ministry of electronics and information technology,state law enforcement agencies,3d4abc6f3543a93958cc9bff,137054175e53321cd75b23de
Jungheinrich AG,Company,ACQUIRED,Storage Solutions group,Company,6c6d0b8f252266fdcab3::c0000,2023-01-25,Jungheinrich AG to acquire Indiana-based Storage Solutions group.,1.0,Jungheinrich AG,Storage Solutions group,jungheinrich ag,storage solutions group,d678313a2dc95b734971d3e6,5f1f27b6c0c9242af967b0f4
Tyemill,Company,ACQUIRED,Syntax,Company,b8b94c2495aad7393bb6::c0000,2023-04-19,Seattle-based research software company Tyemill has been acquired by Syntax an investment analytics company.,1.0,Tyemill,Syntax,tyemill,syntax,776d89f3866049239e5a9365,b48e5b3bde59dfb99454d2b8
Nokia,Company,PARTNERED_WITH,Graybar,Company,f09058baf99423abf9a4::c0000,2023-10-04,Nokia announced it is launching Autonomous Inventory Monitoring Service (AIMS) with Graybar.,1.0,Nokia,Graybar,nokia,graybar,e9f57dde745222a3ccbc12d8,59d3283552346e8f95d4edda
Mouser Electronics,Company,PARTNERED_WITH,Siemens,Company,12954de9eba2b977821f::c0000,2023-10-30,Mouser Electronics Partners with Siemens on Distribution Agreement for Industrial Automation Solutions.,1.0,Mouser Electronics,Siemens,mouser electronics,siemens,55e96777dc5ff9d22d8f9411,454367b0da7e1115b6521f24
Tokyo University of Agriculture and Technology,Company,FOUNDED,1949,Technology,a3a9216f64a2295087f6::c0000,2023-03-07,Founded in 1949 Tokyo University of Agriculture and Technology (TUAT) is a public university.,1.0,Tokyo University of Agriculture and Technology,1949,tokyo university of agriculture and technology,1949,4abf12232ce948272c06c8fe,881102ae78d3b2600bb89d2e
Kate Zabriskie,Person,WORKED_AT,Business Training Works Inc.,Company,7fb6b619633a3409bf24::c0000,2023-07-14,Kate Zabriskie is the president of Business Training Works Inc.,1.0,Kate Zabriskie,Business Training Works Inc.,kate zabriskie,business training works inc.,156357c33a322d45db939831,4a5db90ab92c3ee6e7169c1f
Zerify Inc.,Company,PARTNERED_WITH,TD SYNNEX,Company,9c0927b56d20224be422::c0000,2023-06-21,Zerify Announces Partnership with Global IT Solutions Aggregator TD SYNNEX.,1.0,Zerify Inc.,TD SYNNEX,zerify inc.,td synnex,b76416b6a4ab6a1dfc99c3b8,c097f034a917efc579a7954c
KPN,Company,ACQUIRED,Youfone’s Dutch operations,Company,2d80011baea517699c83::c0000,2023-06-23,Rotterdam’s telecommunications firm KPN acquires Youfone’s Dutch operations for €200M.,1.0,KPN,Youfone’s Dutch operations,kpn,youfone s dutch operations,687c646ada488db37e8b414b,fba7644f701e6462c01836ed
Fidelity National Information Services,Company,WORKED_AT,RBC Capital,Company,f007f0b8e5875e205bc8::c0000,2023-07-10,RBC Capital Maintains Fidelity National Information Services (FIS) Outperform Recommendation.,1.0,Fidelity National Information Services,RBC Capital,fidelity national information services,rbc capital,3f052c4690533ff0ac061e7c,d44d330ba3ad1855edf04f53
Capellán,Person,LEADS,information technology,Technology,a3130d09023096d06430::c0000,2023-07-11,As CIO Capellán “will lead efforts to improve online services and user experience ...,1.0,Capellán,information technology,capellán,information technology,b0a3d75cec92dc919310d727,cef46abaa90cf2c9774130e0
Intetics,Company,DEVELOPED,AI integrated virtual try-on solution,Technology,8074b9c660927637aa26::c0000,2023-08-29,Intetics a leading American technology company introduces AI integrated virtual try-on solution.,1.0,Intetics,AI integrated virtual try-on solution,intetics,ai integrated virtual try-on solution,0c97494439da453a3f871cf1,6fbd0c11869440b6a110fe04
ServiceNow,Company,DEVELOPED,Case Summarization and Text-to-Code,Technology,888196b6e1e07e67c3ae::c0000,2023-07-26,ServiceNow Expands Generative AI Capabilities With Case Summarization and Text-to-Code,1.0,ServiceNow,Case Summarization and Text-to-Code,servicenow,case summarization and text-to-code,cc9c6ee3857729e221d3f6de,cd302fe2c193d55ab2a9c9ca
ServiceNow,Company,USES,Now Assist,Technology,888196b6e1e07e67c3ae::c0000,2023-07-26,Now Assist family of generative AI features being infused into the ServiceNow platform,1.0,ServiceNow,Now Assist,servicenow,now assist,cc9c6ee3857729e221d3f6de,fe5ed959fb7f42aa6a7e0b36
ICZOOM Group Inc.,Company,PARTNERED_WITH,Shenzhen Yongyutai Electronics Co. Ltd,Company,f8b4935419960bff0e27::c0000,2023-06-02,ICZOOM Group Inc. Welcomes KUU & YONGYUTAI Onto Its Electronic Component E-Commerce Platform,1.0,ICZOOM Group Inc.,Shenzhen Yongyutai Electronics Co. Ltd,iczoom group inc.,shenzhen yongyutai electronics co. ltd,91aa419404c727b96161fb35,041f4cff1155bf85a2949377
EPFL,Company,DEVELOPED,Novel Biosensor,Technology,e1aebd34ff2e53de90af::c0000,2023-07-17,EPFL researchers have made a significant step forward in diagnosing neurodegenerative diseases,1.0,EPFL,Novel Biosensor,epfl,novel biosensor,9125b3563dc3e9903f6aa857,8bbbaedd2ea70745c9220822
IRIS Software Group,Company,DEVELOPED,IRIS Outsourcing,Technology,ea93adc60b4f392c193c::c0000,2023-09-05,IRIS Software Group is today launching IRIS Outsourcing for accounting firms,1.0,IRIS Software Group,IRIS Outsourcing,iris software group,iris outsourcing,1fc54fda3a6aac9d0fd10120,4ccf2b1022a7cda3c007b5ed
Nuance,Company,USES,ambient NLP,Technology,566661b53200aef994ae::c0000,2023-06-18,ambient NLP is still in its infancy and is moving very quickly.,1.0,Nuance,ambient NLP,nuance,ambient nlp,82e5f6a0b372c46a6683f17b,3c140d772487bdc53297563a
Keysight Technologies Inc.,Company,PARTNERED_WITH,Synopsys Inc.,Company,7e488d38de19ca347679::c0000,2023-09-25,Keysight Technologies Inc. recently announced that it has collaborated with Synopsys Inc. to develop an enhanced cybersecurity validation solution.,1.0,Keysight Technologies Inc.,Synopsys Inc.,keysight technologies inc.,synopsys inc.,d3aaabe603a99b4051430555,d7ffa47b436ae8dc97db4cc1
Smart Eye,Company,PARTNERED_WITH,Geotab,Company,5832bc05d213a6d34e84::c0000,2023-09-05,Smart Eye announced the integration of AIS with Geotab's industry-leading fleet management platform.,1.0,Smart Eye,Geotab,smart eye,geotab,e37bc65aed41709c8353685f,7e4b21f21144b29d3c774b6f
National University of Singapore,Company,DEVELOPED,eAir,Technology,4abab6c92b7f1f15536d::c0000,2023-08-18,Researchers at the National University of Singapore have developed a novel aero-elastic pressure sensor called 'eAir.',1.0,National University of Singapore,eAir,national university of singapore,eair,1e63f6e82f7d316e12adc791,9ac11fc9d015bd72410130a3
Spectros Medical Devices,Company,DEVELOPED,Tissue Monitoring Technology,Technology,2a846720bb6753332c82::c0000,2023-06-01,Spectros Medical Devices a leader in non-invasive sensing and remote monitoring has pioneered Tissue Monitoring Technology.,1.0,Spectros Medical Devices,Tissue Monitoring Technology,spectros medical devices,tissue monitoring technology,b0093ffc90ab29cba798e78e,59efea35a3bcd6d87f43c8c9
Blue Solutions,Company,PARTNERED_WITH,Hon Hai Technology Group (Foxconn),Company,ada7c8ccde65d5be7f9f::c0000,2023-10-20,Blue Solutions has signed a memorandum of understanding with Hon Hai Technology Group (Foxconn) to jointly develop a solid-state battery ecosystem.,1.0,Blue Solutions,Hon Hai Technology Group (Foxconn),blue solutions,hon hai technology group foxconn,84f141d5a03e6e7c620a4ff6,dc5e87e30db7eccb56698947
thyssenkrupp,Company,PARTNERED_WITH,Samotics,Company,055f0f90cdaeb1b6cd52::c0000,2023-10-04,thyssenkrupp Selects Samotics to Increase Reliability and Sustainability of Its Steel Manufacturing Process.,1.0,thyssenkrupp,Samotics,thyssenkrupp,samotics,0fdf09671989b87d6adcaea3,67ac22294f3bf7d4ff2c73fa
James Kroes,Person,WORKED_AT,Boise State University,Company,fd62be34a2446e1eeffe::c0000,2023-04-05,James Kroes is a Professor in the Information Technology and Supply Chain Management department at Boise State University.,1.0,James Kroes,Boise State University,james kroes,boise state university,2551c8f3673e9413b9286c5e,da69aeb1b071a2cc86b3a1e2
SysLogic,Company,LEADS,Ghostscale,Company,e755ff895451dd119565::c0000,2023-10-03,SysLogic CEO helps co-found new Madison-based cybersecurity consultancy Ghostscale.,1.0,SysLogic,Ghostscale,syslogic,ghostscale,dc4760df841afb3a4a8aea69,7ff78bc29bc1982d62a59b03
Christina Mee,Person,WORKED_AT,Insight Technology Solutions,Company,5e5ec9cf4ba2477dc195::c0000,2023-04-05,Christina Mee has been named vice president of mission services at Insight Technology Solutions.,1.0,Christina Mee,Insight Technology Solutions,christina mee,insight technology solutions,3ba17ee1c3e83802ea8df639,26f6b5c09c0f26f2bc36a49b
UKAEA,Company,PARTNERED_WITH,University of Sheffield,Company,3edc81187e2b083df385::c0000,2023-03-09,UKAEA and University of Sheffield partnership to drive fusion technology.,1.0,UKAEA,University of Sheffield,ukaea,university of sheffield,4843a907d36f29f746e4be1c,88cbe29fbdd8eee71ac6003f
UST,Company,PARTNERED_WITH,Hyro,Company,27fc4745f1fe70a31e8d::c0000,2023-10-04,UST Partners with Hyro to Integrate Enhanced Conversational AI Capabilities.,1.0,UST,Hyro,ust,hyro,9003856bff3ad67654409b08,cf6bd297a0a48346abc013d6
Texas A&M AgriLife Research,Company,DEVELOPED,sensor chip,Technology,d5b5de47fdf6517fa2b0::c0000,2023-06-21,Texas A&M AgriLife Research scientists and collaborators at Iowa State University have developed a sensor chip.,1.0,Texas A&M AgriLife Research,sensor chip,texas a m agrilife research,sensor chip,a1fc0eda0e14b701efd1b65c,097e0b3a3e738b64f156cbfa
Wiliot,Company,DEVELOPED,humidity sensing technology,Technology,ec51a73255a3b58165a3::c0000,2023-10-03,Wiliot is adding humidity for moisture-sensitive products.,1.0,Wiliot,humidity sensing technology,wiliot,humidity sensing technology,92218fa04c5cf4fcf24680f4,9c1b30000d250858a6858bd6
Alight Inc.,Company,DEVELOPED,behavioral health navigation services,Technology,5240d4cf74965bb413d5::c0000,2023-06-08,Alight launches new behavioral health navigation services aimed at supporting individuals and families with complex or severe needs.,1.0,Alight Inc.,behavioral health navigation services,alight inc.,behavioral health navigation services,90ac4395c4973431c79f617b,c760ea92a6d8373ab85b5482
Syndio,Company,PARTNERED_WITH,Broadridge,Company,b6246bf630731b90f633::c0000,2023-01-11,"Syndio Partners with Broadridge for Pay Equity as Financial Services Sector Looks to Deliver on the '""S'"" in ESG",1.0,Syndio,Broadridge,syndio,broadridge,af2cc43aae380d2715acfeff,46df9aa943faedefeb6285ec
Jay Dominick,Person,WORKED_AT,Princeton,Company,2fea4b9de0a2272d033d::c0000,2023-08-11,Jay Dominick will retire as VP for information technology and CIO.,1.0,Jay Dominick,Princeton,jay dominick,princeton,303b49184b2e353a59ab7c8e,3e81a3e434f40ea79565ab25
AlarMax Distributors,Company,ACQUIRED,Northern Sound & Light,Company,30541cf5c284c7ac86da::c0000,2023-04-06,AlarMax Distributors acquires Northern Sound & Light.,1.0,AlarMax Distributors,Northern Sound & Light,alarmax distributors,northern sound light,77458f020ae7845ac971b48c,c50ec6e407cbeab483415268
Hyperscience,Company,LEADS,Andrew Joiner,Person,97d559b170730ab70d75::c0000,2023-04-30,Hyperscience is pleased to announce the appointment of Andrew Joiner as its new Chief Executive Officer.,1.0,Hyperscience,Andrew Joiner,hyperscience,andrew joiner,d3ba10b71479374faa3c105a,e7107a270b9c3a138b7c4e40
EarthSense,Company,PARTNERED_WITH,Telent Technology Services,Company,2abdfd676f2a64e7b735::c0000,2023-08-24,EarthSense will be supplying Telent Technology Services with its Zephyr air quality monitors.,1.0,EarthSense,Telent Technology Services,earthsense,telent technology services,10745280666b65e926a33f9d,c66a6e885df0151efb64f4ca
TotalEnergies,Company,INVESTED_IN,Unabiz,Company,2e1e1945ffa808bd3a8a::c0000,2023-09-20,TotalEnergies has appointed Unabiz to install Sigfox-based IoT sensors.,1.0,TotalEnergies,Unabiz,totalenergies,unabiz,a6c272677f5a5b4cfacf0048,cc30ee114a3d91f56400a443
ServiceMaster CDR,Company,ACQUIRED,ServiceMaster by Lewis,Company,a56e8c2e61cbad0ff887::c0000,2023-05-04,ServiceMaster CDR is pleased to announce that it has completed its strategic acquisition of ServiceMaster by Lewis.,1.0,ServiceMaster CDR,ServiceMaster by Lewis,servicemaster cdr,servicemaster by lewis,499a0b342dac04ff4a813a4f,58a5e86a9dee3ca86f9884cd
Aakanksha Bhargava,Person,WORKED_AT,PM Relocations Pvt. Ltd.,Company,764d5376f108bbafdf93::c0000,2023-04-12,We sit down with Aakanksha Bhargava CEO PM Relocations Pvt. Ltd.,1.0,Aakanksha Bhargava,PM Relocations Pvt. Ltd.,aakanksha bhargava,pm relocations pvt. ltd.,cbd6668a59b9111207a09196,a975a8c472160b57d6ad58b1
Aitelecom/APCO Networks,Company,USES,Mx-DMA® MRC waveform technology,Technology,2556db755e8717c4ad9b::c0000,2023-03-17,ST Engineering iDirect’s leading Mx-DMA® MRC waveform technology will enable Mexican connectivity service provider Aitelecom/APCO Networks to support services.,0.9,Aitelecom/APCO Networks,Mx-DMA® MRC waveform technology,aitelecom apco networks,mx-dma mrc waveform technology,385c3ea2938e8143cccb7c3c,c50d1f1b23d634ee1fc9de5e
Lloyds Banking Group,Company,FOUNDED,Technology Centre,Technology,b13318ad0fdbc3dac71f::c0000,2023-06-21,Lloyds Banking Group announced its decision to set up a new technology centre.,0.8,Lloyds Banking Group,Technology Centre,lloyds banking group,technology centre,d6dff7d04256be5ed0a10090,d2b8a01e93a4a7d8f6137f1b
Evolve Information Solutions,Company,PARTNERED_WITH,Priority Software,Company,61d4287d7202db592481::c0000,2023-09-25,Evolve Information Solutions Announces New Reseller Agreement with Priority Software.,0.85,Evolve Information Solutions,Priority Software,evolve information solutions,priority software,217c17a733dcb1546b3b5efc,d861246a7d147dca8a41a9c7
Kearney,Company,WORKED_AT,Supply Chain Institute,Technology,d4134100173aefa8594b::c0000,2023-04-11,Kearney unites research efforts under Supply Chain Institute.,0.75,Kearney,Supply Chain Institute,kearney,supply chain institute,2c3901978d38a3305dcab799,f6434d34ba57e497e67be417
Novacoast,Company,USES,OpenAI GPT-3,Technology,36a8148cf52ee8387769::c0000,2023-02-09,Novacoast Is Deploying OpenAI Chatbot Technology To Its 400-Person Security Services Team.,1.0,Novacoast,OpenAI GPT-3,novacoast,openai gpt-3,d98676ee869f9b8642b51b92,ce13684cc95be5acff4a5b7a
Zayo Group,Company,DEVELOPED,400G European Network,Technology,c5630416eb57c148b33e::c0000,2023-09-26,Zayo Group a global communications infrastructure provider announced that its future-ready network in Europe is fully 400G enabled.,1.0,Zayo Group,400G European Network,zayo group,400g european network,dc5f90712116b059f2efa13d,b200acc02b9682afc3e86eaf
Information Services Group,Company,LEADS,global technology research and advisory firm,Company,cf05c27362ba963d4cfe::c0000,2023-09-05,Information Services Group (ISG) a leading global technology research and advisory firm.,1.0,Information Services Group,global technology research and advisory firm,information services group,global technology research and advisory firm,b79293f3033084556da650c0,0f477741f8fb5ba09f1d8ae5
DXC Technology,Company,DEVELOPED,Metaverse,Technology,fe0f4c0f63e8beb5a9ae::c0000,2022-12-14,DXC Technology Identifies Five Ways the Metaverse will Transform Lives and Business,0.9,DXC Technology,Metaverse,dxc technology,metaverse,a40d7bb86945d7718788a43a,59dffd0da0c93ef9b1d4bb28
Masters’ Union,Company,FOUNDED,Undergraduate Programme in Technology and Business Management,Technology,7f1ced824c038c2d04c0::c0000,2023-01-15,Masters’ Union launches UG Programme in Technology and Business Management,0.8,Masters’ Union,Undergraduate Programme in Technology and Business Management,masters union,undergraduate programme in technology and business management,083ed5d49fdc186225f764bd,943e920c432a048212ba00c3
Yotta,Company,PARTNERED_WITH,Sunstone,Company,ad18b8cf38faf630f3e3::c0000,2023-04-25,Yotta and Sunstone partner to offer commercial storage solutions,0.9,Yotta,Sunstone,yotta,sunstone,dff60636890518ca28972d84,32f4a11ecbbe1f535e34cabf
Signet FCU,Company,PARTNERED_WITH,OMNICOMMANDER,Company,352d11baf7163d388649::c0000,2023-02-23,Signet FCU and OMNICOMMANDER® Renew Their Partnership,0.9,Signet FCU,OMNICOMMANDER,signet fcu,omnicommander,db8c8868e0d57f40662163d8,196ef826aa5aac16ce4bc9ea
Technical Safety Services,Company,ACQUIRED,Precision Air Technology,Company,d7e36d883b418591ceb4::c0000,2023-04-12,Technical Safety Services (“TSS” or the “Company”) announced that it has acquired Precision Air Technology.,1.0,Technical Safety Services,Precision Air Technology,technical safety services,precision air technology,6e2f5e22c6086b54c403c927,617aad43df21a672ce896fba
Levine Leichtman Capital Partners,Company,INVESTED_IN,Technical Safety Services,Company,d7e36d883b418591ceb4::c0000,2023-04-12,Technical Safety Services is a portfolio company of Levine Leichtman Capital Partners.,1.0,Levine Leichtman Capital Partners,Technical Safety Services,levine leichtman capital partners,technical safety services,43efc18e4b8b0c7e46e6099b,6e2f5e22c6086b54c403c927
Crisp,Company,ACQUIRED,Integral Group,Company,70f7199c8785888e4350::c0000,2023-01-31,Crisp has announced its acquisition of Electronic Data Interchange (EDI) platform Integral Group.,1.0,Crisp,Integral Group,crisp,integral group,3e57dab6b12e04682232738d,24638a3235469bef5aa3847b
Aeris,Company,ACQUIRED,IoT business from Ericsson,Technology,f8d4c1e3cfe2f61e23f7::c0000,2023-01-10,Aeris to acquire IoT business from Ericsson.,1.0,Aeris,IoT Business from Ericsson,aeris,iot business from ericsson,ce0b6a8e50a6a58526e4c85f,a1f1d537338e100dc6354636
ServiceNow,Company,DEVELOPED,Generative AI Solution,Technology,84b909fc526ba22d835f::c0000,2023-06-13,ServiceNow Unveils Generative AI Solution With Real-Time Conversational Experiences.,1.0,ServiceNow,Generative AI Solution,servicenow,generative ai solution,cc9c6ee3857729e221d3f6de,36a203e5809e23266cea0fe5
ServiceNow Inc.,Company,DEVELOPED,Now platform,Technology,3a1191cd49142548e77e::c0000,2023-03-22,ServiceNow Inc. is rolling out a new version of its Now platform.,1.0,ServiceNow Inc.,Now platform,servicenow inc.,now platform,ea49f05cf6bff2ed605dd517,d315be2b82f4403dc4cbc8cc
Synergy Home LLC,Company,ACQUIRED,Sorg Heating and Cooling LLC,Company,6f822e88143b3b1c2f66::c0000,2023-03-21,Synergy Home LLC acquires Sorg Heating and Cooling LLC.,1.0,Synergy Home LLC,Sorg Heating and Cooling LLC,synergy home llc,sorg heating and cooling llc,dcd0087c1626315dde452689,fd31d94d1a5421f53cb33735
DWF Labs,Company,INVESTED_IN,SENSO Token,Technology,6d7dd931b125bd4124db::c0000,2023-04-06,Sensorium has secured a seven-figure purchase of SENSO tokens from DWF Labs.,1.0,DWF Labs,SENSO Token,dwf labs,senso token,d4458148d1b963a55671f2ec,a65d2e7e6f7009ae137133a3
CDW,Company,PARTNERED_WITH,Samsung,Company,63ee219843b44980ca73::c0000,2022-12-20,CDW and Samsung are working together with First Tee — Greater Detroit.,1.0,CDW,Samsung,cdw,samsung,098850741c07a316a9d5a06f,7c006ebf3fc788f4d55aae68
Smart Eye,Company,DEVELOPED,Driver Monitoring System,Technology,720cb306ea1b5063a9c2::c0000,2023-07-07,Smart Eye's Driver Monitoring System monitors vital signs.,1.0,Smart Eye,Driver Monitoring System,smart eye,driver monitoring system,e37bc65aed41709c8353685f,8ee7fac7e9752dc1200cfeb2
SplitMetrics,Company,DEVELOPED,Bid Optimization Strategy Tools,Technology,8aee8925f2dc182d9423::c0000,2023-03-23,SplitMetrics Unveils Bid Optimization Strategy Tools for Advanced Apple Search Ads Automation and Optimization.,1.0,SplitMetrics,Bid Optimization Strategy Tools,splitmetrics,bid optimization strategy tools,88eac4ad81aeb1154b8467b5,10b0ea80d9814213d2d2d4e1
Eko,Company,DEVELOPED,SENSORA™ Cardiac Disease Detection Platform,Technology,cb01aa79d2b52eead26a::c0000,2023-02-23,Eko a digital health company applying artificial intelligence (AI) in the fight against heart and lung disease today announced the launch of the SENSORA™ Cardiac Disease Detection Platform.,1.0,Eko,SENSORA™ Cardiac Disease Detection Platform,eko,sensoratm cardiac disease detection platform,50b34a036bba964499871046,eb44304566a583825c83537a
SC Ventures,Company,PARTNERED_WITH,Yabx,Company,d03dc2a030ee895ce9eb::c0000,2023-02-13,SC Ventures partners with Yabx to expand access to Financial Services in Africa.,1.0,SC Ventures,Yabx,sc ventures,yabx,988a195c3c19b74e025a1af6,050b2b564fafa950d331d0d6
StoreDot,Company,PARTNERED_WITH,VinES,Company,c4f95395629d57b8e212::c0000,2023-04-21,StoreDot is partnering with VinES to develop XFC battery cells and plan for commercialisation.,1.0,StoreDot,VinES,storedot,vines,1c2551b1e743876677684ef7,82e90945c43c3c7512a8bfba
Samsung Electronics Co. Ltd.,Company,DEVELOPED,advanced semiconductor technology,Technology,8e58296629f84469cd8d::c0000,2023-10-05,Samsung Electronics Co. Ltd. a world leader in advanced semiconductor technology today unveiled its latest innovations in analog and logic semiconductor technologies.,1.0,Samsung Electronics Co. Ltd.,advanced semiconductor technology,samsung electronics co. ltd.,advanced semiconductor technology,43c9626ecf3e924d3289896d,0c75b830452d1951d30f1258
Boxed Inc.,Company,DEVELOPED,Spresso,Technology,426f410b850963e21108::c0000,2023-01-10,Boxed Inc. ... announced that Spresso its SaaS modular solution ...,1.0,Boxed Inc.,Spresso,boxed inc.,spresso,90afe2ce70a85e3992bfa3c6,b1b2f4359287b9e3b6e7ba55
Dell Technologies Inc.,Company,DEVELOPED,Apex Cloud Platforms,Technology,e826dd76339fcf0d6a9b::c0000,2023-05-26,Dell Technologies Inc. aims to simplify operations address skills gaps and support customers’ diverse needs. The new Apex Cloud Platforms integrates services from Microsoft Azure.,0.9,Dell Technologies Inc.,Apex Cloud Platforms,dell technologies inc.,apex cloud platforms,35c663762dedf469a841fdb9,d02804513f6e5bc646437269
